checking_account,loan_duration_months,credit_history,loan_purpose,credit_amount,savings_account,employment,installment_rate,personal_status_sex,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,credit_risk,credit_amount_per_month,age_group,duration_group,high_installment_burden,multiple_existing_credits,stable_employment
A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,1,93.58333333333333,26-35,<=12 months,1,0,0
A11,48,A34,A41,6331,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,1,131.89583333333334,36-50,37-60 months,1,1,1
A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,0,57.375,36-50,13-24 months,1,0,1
A12,30,A33,A49,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,0,83.43333333333334,36-50,25-36 months,1,1,1
A12,27,A32,A49,2528,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,0,93.62962962962963,26-35,25-36 months,1,0,0
A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,0,354.93333333333334,26-35,13-24 months,0,0,1
A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,1,136.66666666666666,18-25,37-60 months,0,0,1
A12,12,A30,A42,2969,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,247.41666666666666,18-25,<=12 months,1,1,0
A12,9,A32,A43,1206,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,0,134.0,18-25,<=12 months,1,0,1
A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,0,235.33333333333334,36-50,<=12 months,0,0,0
A14,18,A34,A43,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,0,34.94444444444444,26-35,13-24 months,1,1,1
A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,199.66666666666666,26-35,<=12 months,1,0,1
A14,21,A32,A41,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,0,117.9047619047619,36-50,13-24 months,1,0,1
A11,9,A34,A43,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,0,126.44444444444444,18-25,<=12 months,1,1,0
A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,1,233.78333333333333,26-35,37-60 months,1,0,1
A14,30,A34,A41,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,0,253.2,51-65,25-36 months,0,1,1
A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,0,102.56666666666666,36-50,25-36 months,0,1,1
A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,0,83.61111111111111,26-35,13-24 months,1,0,0
A13,24,A34,A43,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,0,131.16666666666666,26-35,13-24 months,0,1,0
A12,20,A30,A41,6148,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,0,307.4,26-35,13-24 months,0,1,1
A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,1,148.55555555555554,26-35,<=12 months,1,1,0
A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,1,72.16666666666667,18-25,<=12 months,1,0,0
A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,1,102.33333333333333,18-25,<=12 months,1,0,0
A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,0,87.77777777777777,65+,<=12 months,1,0,0
A14,27,A32,A40,2570,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,1,95.18518518518519,18-25,25-36 months,0,0,0
A14,6,A34,A40,250,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,0,41.666666666666664,36-50,<=12 months,0,1,0
A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,0,87.73333333333333,36-50,13-24 months,0,1,0
A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,1,104.55555555555556,18-25,13-24 months,1,1,0
A12,48,A31,A49,6416,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,1,133.66666666666666,51-65,37-60 months,1,0,1
A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,0,53.125,36-50,13-24 months,0,1,0
A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,266.7916666666667,26-35,13-24 months,0,0,0
A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,1,82.79166666666667,18-25,13-24 months,0,0,0
A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,0,95.0,36-50,<=12 months,1,0,1
A14,24,A32,A41,2603,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,0,108.45833333333333,26-35,13-24 months,0,0,0
A14,4,A34,A40,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,0,845.0,36-50,<=12 months,0,0,1
A12,36,A31,A44,3990,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,0,110.83333333333333,26-35,25-36 months,0,0,0
A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,1,481.6666666666667,18-25,13-24 months,0,1,0
A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,0,243.33333333333334,26-35,13-24 months,0,0,0
A14,6,A34,A40,6761,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,0,1126.8333333333333,36-50,<=12 months,0,1,1
A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,1,142.66666666666666,26-35,25-36 months,1,1,0
A11,24,A31,A40,2325,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,0,96.875,26-35,13-24 months,0,0,1
A12,10,A31,A43,1048,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,0,104.8,18-25,<=12 months,1,0,0
A14,21,A32,A43,3160,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,0,150.47619047619048,36-50,13-24 months,1,0,1
A11,24,A31,A42,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,0,103.45833333333333,18-25,13-24 months,1,0,0
A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,0,363.56410256410254,26-35,37-60 months,1,1,1
A11,13,A34,A49,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,0,138.23076923076923,26-35,13-24 months,0,1,0
A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,0,167.4,18-25,13-24 months,0,0,0
A11,12,A32,A40,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,1,106.16666666666667,36-50,<=12 months,0,0,0
A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,0,249.9047619047619,26-35,13-24 months,0,0,0
A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,0,201.93333333333334,26-35,13-24 months,0,0,1
A11,6,A32,A42,428,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,0,71.33333333333333,36-50,<=12 months,0,0,1
A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,1,54.22222222222222,18-25,13-24 months,0,0,0
A12,12,A32,A49,841,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,0,70.08333333333333,18-25,<=12 months,0,0,1
A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0,192.36666666666667,18-25,25-36 months,1,1,1
A14,12,A33,A45,1555,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,1,129.58333333333334,51-65,<=12 months,1,1,1
A11,24,A32,A40,1285,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,1,53.541666666666664,26-35,13-24 months,1,0,1
A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,0,216.5,65+,<=12 months,0,1,0
A13,15,A34,A43,1271,A65,A73,3,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,1,84.73333333333333,36-50,13-24 months,0,1,0
A14,24,A32,A40,1393,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,0,58.041666666666664,26-35,13-24 months,0,0,0
A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,57.583333333333336,26-35,<=12 months,1,1,1
A14,15,A34,A40,5045,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,0,336.3333333333333,51-65,13-24 months,0,0,1
A11,18,A34,A42,2124,A61,A73,4,A92,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,1,118.0,18-25,13-24 months,1,1,0
A11,12,A32,A43,2214,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,0,184.5,18-25,<=12 months,1,0,0
A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,1,603.8095238095239,26-35,13-24 months,1,0,1
A14,24,A34,A40,2463,A62,A74,4,A94,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,0,102.625,26-35,13-24 months,1,1,1
A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,0,96.25,36-50,<=12 months,0,1,1
A11,30,A32,A42,3108,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,1,103.6,26-35,25-36 months,0,0,0
A14,10,A32,A41,2901,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,0,290.1,26-35,<=12 months,0,0,0
A12,12,A34,A42,3617,A61,A75,1,A93,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,0,301.4166666666667,26-35,<=12 months,0,1,1
A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,0,137.91666666666666,51-65,<=12 months,0,1,1
A11,24,A32,A41,2812,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,0,117.16666666666667,26-35,13-24 months,0,0,1
A11,36,A34,A46,8065,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,1,224.02777777777777,18-25,25-36 months,0,1,0
A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,0,155.95238095238096,36-50,13-24 months,0,0,1
A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,0,92.625,51-65,13-24 months,1,1,1
A13,12,A34,A40,1480,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,0,123.33333333333333,65+,<=12 months,0,1,0
A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,1,57.125,18-25,13-24 months,1,0,0
A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,0,98.19444444444444,36-50,25-36 months,1,1,1
A11,18,A32,A43,3509,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,0,194.94444444444446,18-25,13-24 months,1,0,1
A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,0,158.63888888888889,36-50,25-36 months,1,1,1
A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,0,215.11111111111111,65+,13-24 months,0,0,0
A12,39,A34,A43,4933,A61,A74,2,A93,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,1,126.48717948717949,18-25,37-60 months,0,1,1
A14,24,A34,A40,1940,A64,A75,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,0,80.83333333333333,51-65,13-24 months,1,0,1
A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,0,117.5,26-35,<=12 months,0,0,0
A12,12,A32,A40,836,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,1,69.66666666666667,18-25,<=12 months,1,0,0
A12,20,A32,A41,6468,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,0,323.4,51-65,13-24 months,0,0,0
A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,0,107.83333333333333,26-35,13-24 months,1,0,0
A14,22,A32,A43,2675,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,0,121.5909090909091,36-50,13-24 months,0,0,1
A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,0,57.3125,36-50,37-60 months,1,1,1
A12,48,A33,A46,6224,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,1,129.66666666666666,36-50,37-60 months,1,0,1
A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,1,149.95,26-35,37-60 months,1,0,0
A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,1,56.57142857142857,36-50,13-24 months,0,0,1
A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,0,263.0416666666667,36-50,13-24 months,0,0,1
A14,6,A34,A42,1221,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,0,203.5,26-35,<=12 months,0,1,0
A13,24,A32,A42,2892,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,0,120.5,51-65,13-24 months,0,0,1
A14,24,A32,A42,3062,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,0,127.58333333333333,26-35,13-24 months,1,0,1
A14,9,A32,A42,2301,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,0,255.66666666666666,18-25,<=12 months,0,0,0
A11,18,A32,A41,7511,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,1,417.27777777777777,51-65,13-24 months,0,0,1
A14,12,A34,A42,1258,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,0,104.83333333333333,18-25,<=12 months,0,1,0
A14,24,A33,A40,717,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,0,29.875,51-65,13-24 months,1,1,1
A12,9,A32,A40,1549,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,0,172.11111111111111,26-35,<=12 months,1,0,0
A14,24,A34,A46,1597,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,0,66.54166666666667,51-65,13-24 months,1,1,1
A12,18,A34,A43,1795,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,0,99.72222222222223,36-50,13-24 months,0,1,1
A11,20,A34,A42,4272,A61,A75,1,A92,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,0,213.6,18-25,13-24 months,0,1,1
A14,12,A34,A43,976,A65,A75,4,A93,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,0,81.33333333333333,26-35,<=12 months,1,1,1
A12,12,A32,A40,7472,A65,A71,1,A92,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,0,622.6666666666666,18-25,<=12 months,0,0,0
A11,36,A32,A40,9271,A61,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1,257.52777777777777,18-25,25-36 months,0,0,1
A12,6,A32,A43,590,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,0,98.33333333333333,26-35,<=12 months,0,0,0
A14,12,A34,A43,930,A65,A75,4,A93,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,0,77.5,51-65,<=12 months,1,1,1
A12,42,A31,A41,9283,A61,A71,1,A93,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,0,221.02380952380952,51-65,37-60 months,0,0,0
A12,15,A30,A40,1778,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,1,118.53333333333333,26-35,13-24 months,0,1,0
A12,8,A32,A49,907,A61,A72,3,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,0,113.375,26-35,<=12 months,0,0,0
A12,6,A32,A43,484,A61,A74,3,A94,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,0,80.66666666666667,26-35,<=12 months,0,0,1
A11,36,A34,A41,9629,A61,A74,4,A93,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,1,267.47222222222223,18-25,25-36 months,1,1,1
A11,48,A32,A44,3051,A61,A73,3,A93,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,1,63.5625,51-65,37-60 months,0,0,0
A11,48,A32,A40,3931,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,1,81.89583333333333,36-50,37-60 months,1,0,1
A12,36,A33,A40,7432,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,0,206.44444444444446,51-65,25-36 months,0,0,0
A14,6,A32,A44,1338,A63,A73,1,A91,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,0,223.0,51-65,<=12 months,0,0,0
A14,6,A34,A43,1554,A61,A74,1,A92,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,0,259.0,18-25,<=12 months,0,1,1
A11,36,A32,A410,15857,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,0,440.47222222222223,36-50,25-36 months,0,0,0
A11,18,A32,A43,1345,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,1,74.72222222222223,26-35,13-24 months,1,0,0
A14,12,A32,A40,1101,A61,A73,3,A94,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,0,91.75,26-35,<=12 months,0,1,0
A13,12,A32,A43,3016,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,0,251.33333333333334,18-25,<=12 months,0,0,0
A11,36,A32,A42,2712,A61,A75,2,A93,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,1,75.33333333333333,36-50,25-36 months,0,0,1
A11,8,A34,A40,731,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,0,91.375,36-50,<=12 months,1,1,1
A14,18,A34,A42,3780,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,0,210.0,26-35,13-24 months,0,1,0
A11,21,A34,A40,1602,A61,A75,4,A94,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,0,76.28571428571429,26-35,13-24 months,1,1,1
A11,18,A34,A40,3966,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,1,220.33333333333334,26-35,13-24 months,0,1,1
A14,18,A30,A49,4165,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,1,231.38888888888889,36-50,13-24 months,0,1,0
A11,36,A32,A41,8335,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,1,231.52777777777777,36-50,25-36 months,0,0,1
A12,48,A33,A49,6681,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,0,139.1875,36-50,37-60 months,1,0,0
A14,24,A33,A49,2375,A63,A73,4,A93,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,0,98.95833333333333,36-50,13-24 months,1,1,0
A11,18,A32,A40,1216,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,1,67.55555555555556,18-25,13-24 months,1,0,0
A11,45,A30,A49,11816,A61,A75,2,A93,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,1,262.5777777777778,26-35,37-60 months,0,1,1
A12,24,A32,A43,5084,A65,A75,2,A92,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,0,211.83333333333334,36-50,13-24 months,0,0,1
A13,15,A32,A43,2327,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,1,155.13333333333333,18-25,13-24 months,0,0,0
A11,12,A30,A40,1082,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,1,90.16666666666667,36-50,<=12 months,1,1,0
A14,12,A32,A43,886,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,0,73.83333333333333,18-25,<=12 months,1,0,0
A14,4,A32,A42,601,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,0,150.25,18-25,<=12 months,0,0,0
A11,24,A34,A41,2957,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,0,123.20833333333333,51-65,13-24 months,1,1,1
A14,24,A34,A43,2611,A61,A75,4,A94,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,0,108.79166666666667,36-50,13-24 months,1,1,1
A11,36,A32,A42,5179,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,1,143.86111111111111,26-35,25-36 months,1,0,1
A14,21,A33,A41,2993,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,0,142.52380952380952,26-35,13-24 months,0,1,0
A14,18,A32,A45,1943,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,1,107.94444444444444,18-25,13-24 months,1,0,0
A14,24,A31,A49,1559,A61,A74,4,A93,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,0,64.95833333333333,36-50,13-24 months,1,0,1
A14,18,A32,A42,3422,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,0,190.11111111111111,36-50,13-24 months,1,1,1
A12,21,A32,A42,3976,A65,A74,2,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,0,189.33333333333334,26-35,13-24 months,0,0,1
A14,18,A32,A40,6761,A65,A73,2,A93,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,1,375.6111111111111,65+,13-24 months,0,1,0
A14,24,A32,A40,1249,A61,A72,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,0,52.041666666666664,26-35,13-24 months,1,0,0
A11,9,A32,A43,1364,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,0,151.55555555555554,51-65,<=12 months,0,0,1
A11,12,A32,A43,709,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,1,59.083333333333336,51-65,<=12 months,1,0,1
A11,20,A34,A40,2235,A61,A73,4,A94,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,1,111.75,26-35,13-24 months,1,1,0
A14,24,A34,A41,4042,A65,A74,3,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,0,168.41666666666666,36-50,13-24 months,0,1,1
A14,15,A34,A43,1471,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,0,98.06666666666666,26-35,13-24 months,1,1,0
A11,18,A31,A40,1442,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,1,80.11111111111111,26-35,13-24 months,1,1,1
A14,36,A33,A40,10875,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,0,302.0833333333333,36-50,25-36 months,0,1,1
A14,24,A32,A40,1474,A62,A72,4,A94,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,0,61.416666666666664,26-35,13-24 months,1,0,0
A14,10,A32,A48,894,A65,A74,4,A92,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,0,89.4,36-50,<=12 months,1,0,1
A14,15,A34,A42,3343,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,0,222.86666666666667,26-35,13-24 months,1,0,0
A11,15,A32,A40,3959,A61,A73,3,A92,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,1,263.93333333333334,26-35,13-24 months,0,0,0
A14,9,A32,A40,3577,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,0,397.44444444444446,26-35,<=12 months,0,0,0
A14,24,A34,A41,5804,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,0,241.83333333333334,26-35,13-24 months,1,1,0
A14,18,A33,A49,2169,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,120.5,26-35,13-24 months,1,0,0
A11,24,A32,A43,2439,A61,A72,4,A92,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,1,101.625,26-35,13-24 months,1,0,0
A14,27,A34,A42,4526,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,0,167.62962962962962,26-35,25-36 months,1,1,0
A14,10,A32,A42,2210,A61,A73,2,A93,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,1,221.0,18-25,<=12 months,0,0,0
A14,15,A32,A42,2221,A63,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,0,148.06666666666666,18-25,13-24 months,0,0,0
A11,18,A32,A43,2389,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,0,132.72222222222223,26-35,13-24 months,1,0,0
A14,12,A34,A42,3331,A61,A75,2,A93,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,0,277.5833333333333,36-50,<=12 months,0,0,1
A14,36,A32,A49,7409,A65,A75,3,A93,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,0,205.80555555555554,36-50,25-36 months,0,1,1
A11,12,A32,A42,652,A61,A75,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,0,54.333333333333336,18-25,<=12 months,1,0,1
A14,36,A33,A42,7678,A63,A74,2,A92,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,0,213.27777777777777,36-50,25-36 months,0,1,1
A13,6,A34,A40,1343,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,0,223.83333333333334,36-50,<=12 months,0,1,1
A11,24,A34,A49,1382,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,0,57.583333333333336,26-35,13-24 months,1,1,1
A14,15,A32,A44,874,A65,A72,4,A92,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,0,58.266666666666666,18-25,13-24 months,1,0,0
A11,12,A32,A42,3590,A61,A73,2,A93,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,0,299.1666666666667,26-35,<=12 months,0,0,0
